"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","UNIQUE_CARRIER","ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID","CRS_DEP_TIME","CRS_ARR_TIME","ARR_DELAY","CANCELLED","DIVERTED","CRS_ELAPSED_TIME","DISTANCE",
2017,2,25,6,"B6",13204,11618,"1000","1236",-24.00,0.00,0.00,156.00,937.00,
2017,2,26,7,"B6",13204,11618,"0739","1012",-23.00,0.00,0.00,153.00,937.00,
2017,2,27,1,"B6",13204,11618,"1028","1306",-4.00,0.00,0.00,158.00,937.00,
2017,2,28,2,"B6",13204,11618,"0739","1012",7.00,0.00,0.00,153.00,937.00,
2017,2,1,3,"B6",10785,12478,"1907","2037",-8.00,0.00,0.00,90.00,266.00,
2017,2,2,4,"B6",10785,12478,"1907","2037",-13.00,0.00,0.00,90.00,266.00,
2017,2,3,5,"B6",10785,12478,"1907","2037",-21.00,0.00,0.00,90.00,266.00,
2017,2,4,6,"B6",10785,12478,"1907","2037",-24.00,0.00,0.00,90.00,266.00,
2017,2,5,7,"B6",10785,12478,"1907","2037",-24.00,0.00,0.00,90.00,266.00,
2017,2,6,1,"B6",10785,12478,"1907","2037",110.00,0.00,0.00,90.00,266.00,
2017,2,7,2,"B6",10785,12478,"1907","2037",1.00,0.00,0.00,90.00,266.00,
2017,2,8,3,"B6",10785,12478,"1907","2037",53.00,0.00,0.00,90.00,266.00,
2017,2,9,4,"B6",10785,12478,"1907","2037",,1.00,0.00,90.00,266.00,
2017,2,10,5,"B6",10785,12478,"1907","2037",-8.00,0.00,0.00,90.00,266.00,
2017,2,11,6,"B6",10785,12478,"1907","2037",22.00,0.00,0.00,90.00,266.00,
2017,2,12,7,"B6",10785,12478,"1907","2037",61.00,0.00,0.00,90.00,266.00,
2017,2,13,1,"B6",10785,12478,"1907","2037",24.00,0.00,0.00,90.00,266.00,
2017,2,14,2,"B6",10785,12478,"1907","2037",-25.00,0.00,0.00,90.00,266.00,
2017,2,15,3,"B6",10785,12478,"1907","2037",97.00,0.00,0.00,90.00,266.00,
2017,2,16,4,"B6",11278,14027,"1730","2007",226.00,0.00,0.00,157.00,857.00,
2017,2,17,5,"B6",11278,14027,"1730","2007",-10.00,0.00,0.00,157.00,857.00,
2017,2,18,6,"B6",11278,14027,"1730","2007",-12.00,0.00,0.00,157.00,857.00,
2017,2,19,7,"B6",11278,14027,"1730","2007",-29.00,0.00,0.00,157.00,857.00,
2017,2,20,1,"B6",11278,14027,"1730","2007",-13.00,0.00,0.00,157.00,857.00,
2017,2,21,2,"B6",11278,14027,"1730","2007",-12.00,0.00,0.00,157.00,857.00,
2017,2,22,3,"B6",11278,14027,"1730","2007",1.00,0.00,0.00,157.00,857.00,
2017,2,23,4,"B6",11278,14027,"1730","2007",6.00,0.00,0.00,157.00,857.00,
2017,2,24,5,"B6",11278,14027,"1730","2007",42.00,0.00,0.00,157.00,857.00,
2017,2,25,6,"B6",11278,14027,"1730","2007",37.00,0.00,0.00,157.00,857.00,
2017,2,26,7,"B6",11278,14027,"1730","2007",1.00,0.00,0.00,157.00,857.00,
2017,2,27,1,"B6",11278,14027,"1730","2007",-10.00,0.00,0.00,157.00,857.00,
2017,2,1,3,"B6",12478,10785,"1706","1827",-13.00,0.00,0.00,81.00,266.00,
2017,2,2,4,"B6",12478,10785,"1706","1827",-18.00,0.00,0.00,81.00,266.00,
2017,2,3,5,"B6",12478,10785,"1706","1827",-13.00,0.00,0.00,81.00,266.00,
2017,2,4,6,"B6",12478,10785,"1706","1827",-28.00,0.00,0.00,81.00,266.00,
2017,2,5,7,"B6",12478,10785,"1706","1827",-17.00,0.00,0.00,81.00,266.00,
2017,2,6,1,"B6",12478,10785,"1706","1827",121.00,0.00,0.00,81.00,266.00,
2017,2,7,2,"B6",12478,10785,"1706","1827",-14.00,0.00,0.00,81.00,266.00,
2017,2,8,3,"B6",12478,10785,"1706","1827",90.00,0.00,0.00,81.00,266.00,
2017,2,9,4,"B6",12478,10785,"1706","1827",,1.00,0.00,81.00,266.00,
2017,2,10,5,"B6",12478,10785,"1706","1827",0.00,0.00,0.00,81.00,266.00,
2017,2,11,6,"B6",12478,10785,"1706","1827",52.00,0.00,0.00,81.00,266.00,
2017,2,12,7,"B6",12478,10785,"1706","1827",41.00,0.00,0.00,81.00,266.00,
2017,2,13,1,"B6",12478,10785,"1706","1827",4.00,0.00,0.00,81.00,266.00,
2017,2,14,2,"B6",12478,10785,"1706","1827",-18.00,0.00,0.00,81.00,266.00,
2017,2,15,3,"B6",12478,10785,"1706","1827",99.00,0.00,0.00,81.00,266.00,
2017,2,16,4,"B6",14027,11278,"2045","2258",211.00,0.00,0.00,133.00,857.00,
2017,2,17,5,"B6",14027,11278,"2045","2258",-11.00,0.00,0.00,133.00,857.00,
2017,2,18,6,"B6",14027,11278,"2045","2258",-10.00,0.00,0.00,133.00,857.00,
2017,2,19,7,"B6",14027,11278,"2045","2258",-3.00,0.00,0.00,133.00,857.00,
2017,2,20,1,"B6",14027,11278,"2045","2258",3.00,0.00,0.00,133.00,857.00,
2017,2,21,2,"B6",14027,11278,"2045","2258",-7.00,0.00,0.00,133.00,857.00,
2017,2,22,3,"B6",14027,11278,"2045","2258",-9.00,0.00,0.00,133.00,857.00,
2017,2,23,4,"B6",14027,11278,"2045","2258",2.00,0.00,0.00,133.00,857.00,
2017,2,24,5,"B6",14027,11278,"2045","2258",45.00,0.00,0.00,133.00,857.00,
2017,2,25,6,"B6",14027,11278,"2045","2258",46.00,0.00,0.00,133.00,857.00,
2017,2,26,7,"B6",14027,11278,"2045","2258",5.00,0.00,0.00,133.00,857.00,
2017,2,27,1,"B6",14027,11278,"2045","2258",-16.00,0.00,0.00,133.00,857.00,
2017,2,1,3,"B6",12954,14570,"0912","1039",-9.00,0.00,0.00,87.00,402.00,
2017,2,2,4,"B6",12954,14570,"0912","1039",-4.00,0.00,0.00,87.00,402.00,
2017,2,3,5,"B6",12954,14570,"0912","1039",12.00,0.00,0.00,87.00,402.00,
2017,2,4,6,"B6",12954,14570,"0912","1039",-21.00,0.00,0.00,87.00,402.00,
2017,2,5,7,"B6",12954,14570,"0912","1039",-23.00,0.00,0.00,87.00,402.00,
2017,2,6,1,"B6",12954,14570,"0912","1039",10.00,0.00,0.00,87.00,402.00,
2017,2,7,2,"B6",12954,14570,"0912","1039",-12.00,0.00,0.00,87.00,402.00,
2017,2,8,3,"B6",12954,14570,"0912","1039",-4.00,0.00,0.00,87.00,402.00,
2017,2,9,4,"B6",12954,14570,"0912","1039",,1.00,0.00,87.00,402.00,
2017,2,10,5,"B6",12954,14570,"0912","1039",-6.00,0.00,0.00,87.00,402.00,
2017,2,11,6,"B6",12954,14570,"0912","1039",-15.00,0.00,0.00,87.00,402.00,
2017,2,12,7,"B6",12954,14570,"0912","1039",-14.00,0.00,0.00,87.00,402.00,
2017,2,13,1,"B6",12954,14570,"0912","1039",-6.00,0.00,0.00,87.00,402.00,
2017,2,14,2,"B6",12954,14570,"0912","1039",-11.00,0.00,0.00,87.00,402.00,
2017,2,15,3,"B6",12954,14570,"0912","1039",-8.00,0.00,0.00,87.00,402.00,
2017,2,16,4,"B6",12954,14570,"1411","1536",4.00,0.00,0.00,85.00,402.00,
2017,2,17,5,"B6",12954,14570,"1411","1536",-8.00,0.00,0.00,85.00,402.00,
2017,2,18,6,"B6",12954,14570,"1411","1536",20.00,0.00,0.00,85.00,402.00,
2017,2,19,7,"B6",12954,14570,"1411","1536",-10.00,0.00,0.00,85.00,402.00,
2017,2,20,1,"B6",12954,14570,"1411","1536",-10.00,0.00,0.00,85.00,402.00,
2017,2,21,2,"B6",12954,14570,"1411","1536",-1.00,0.00,0.00,85.00,402.00,
2017,2,22,3,"B6",12954,14570,"1411","1536",8.00,0.00,0.00,85.00,402.00,
2017,2,23,4,"B6",12954,14570,"1411","1536",-16.00,0.00,0.00,85.00,402.00,
2017,2,24,5,"B6",12954,14570,"1411","1536",-3.00,0.00,0.00,85.00,402.00,
2017,2,25,6,"B6",12954,14570,"1411","1536",65.00,0.00,0.00,85.00,402.00,
2017,2,26,7,"B6",12954,14570,"1411","1536",-1.00,0.00,0.00,85.00,402.00,
2017,2,27,1,"B6",12954,14570,"1411","1536",28.00,0.00,0.00,85.00,402.00,
2017,2,28,2,"B6",12954,14570,"1411","1536",8.00,0.00,0.00,85.00,402.00,
2017,2,1,3,"B6",14570,12954,"1120","1241",-8.00,0.00,0.00,81.00,402.00,
2017,2,2,4,"B6",14570,12954,"1120","1241",5.00,0.00,0.00,81.00,402.00,
2017,2,3,5,"B6",14570,12954,"1120","1241",13.00,0.00,0.00,81.00,402.00,
2017,2,4,6,"B6",14570,12954,"1120","1241",-12.00,0.00,0.00,81.00,402.00,
2017,2,5,7,"B6",14570,12954,"1120","1241",-10.00,0.00,0.00,81.00,402.00,
2017,2,6,1,"B6",14570,12954,"1120","1241",15.00,0.00,0.00,81.00,402.00,
2017,2,7,2,"B6",14570,12954,"1120","1241",-9.00,0.00,0.00,81.00,402.00,
2017,2,8,3,"B6",14570,12954,"1120","1241",-4.00,0.00,0.00,81.00,402.00,
2017,2,9,4,"B6",14570,12954,"1120","1241",,1.00,0.00,81.00,402.00,
2017,2,10,5,"B6",14570,12954,"1120","1241",9.00,0.00,0.00,81.00,402.00,
2017,2,11,6,"B6",14570,12954,"1120","1241",-13.00,0.00,0.00,81.00,402.00,
2017,2,12,7,"B6",14570,12954,"1120","1241",-6.00,0.00,0.00,81.00,402.00,
2017,2,13,1,"B6",14570,12954,"1120","1241",-12.00,0.00,0.00,81.00,402.00,
2017,2,14,2,"B6",14570,12954,"1120","1241",-12.00,0.00,0.00,81.00,402.00,
2017,2,15,3,"B6",14570,12954,"1120","1241",4.00,0.00,0.00,81.00,402.00,
2017,2,16,4,"B6",14570,12954,"1617","1738",3.00,0.00,0.00,81.00,402.00,
2017,2,17,5,"B6",14570,12954,"1617","1738",5.00,0.00,0.00,81.00,402.00,
2017,2,18,6,"B6",14570,12954,"1617","1738",27.00,0.00,0.00,81.00,402.00,
2017,2,19,7,"B6",14570,12954,"1617","1738",-17.00,0.00,0.00,81.00,402.00,
2017,2,20,1,"B6",14570,12954,"1617","1738",-3.00,0.00,0.00,81.00,402.00,
2017,2,21,2,"B6",14570,12954,"1617","1738",38.00,0.00,0.00,81.00,402.00,
2017,2,22,3,"B6",14570,12954,"1617","1738",49.00,0.00,0.00,81.00,402.00,
2017,2,23,4,"B6",14570,12954,"1617","1738",-3.00,0.00,0.00,81.00,402.00,
2017,2,24,5,"B6",14570,12954,"1617","1738",-1.00,0.00,0.00,81.00,402.00,
2017,2,25,6,"B6",14570,12954,"1617","1738",58.00,0.00,0.00,81.00,402.00,
2017,2,26,7,"B6",14570,12954,"1617","1738",115.00,0.00,0.00,81.00,402.00,
2017,2,27,1,"B6",14570,12954,"1617","1738",83.00,0.00,0.00,81.00,402.00,
2017,2,28,2,"B6",14570,12954,"1617","1738",17.00,0.00,0.00,81.00,402.00,
2017,2,1,3,"B6",10721,14685,"1040","1329",-12.00,0.00,0.00,169.00,901.00,
2017,2,2,4,"B6",10721,14685,"1040","1329",-11.00,0.00,0.00,169.00,901.00,
2017,2,3,5,"B6",10721,14685,"1040","1329",-14.00,0.00,0.00,169.00,901.00,
2017,2,4,6,"B6",10721,14685,"1040","1329",-24.00,0.00,0.00,169.00,901.00,
2017,2,5,7,"B6",10721,14685,"1040","1329",74.00,0.00,0.00,169.00,901.00,
2017,2,6,1,"B6",10721,14685,"1040","1329",-18.00,0.00,0.00,169.00,901.00,
2017,2,7,2,"B6",10721,14685,"1040","1329",2.00,0.00,0.00,169.00,901.00,
2017,2,8,3,"B6",10721,14685,"1040","1329",9.00,0.00,0.00,169.00,901.00,
2017,2,9,4,"B6",10721,14685,"1040","1329",,1.00,0.00,169.00,901.00,
2017,2,10,5,"B6",10721,14685,"1040","1329",187.00,0.00,0.00,169.00,901.00,
2017,2,11,6,"B6",10721,14685,"1040","1329",57.00,0.00,0.00,169.00,901.00,
2017,2,12,7,"B6",10721,14685,"1040","1329",24.00,0.00,0.00,169.00,901.00,
2017,2,13,1,"B6",10721,14685,"1040","1329",,1.00,0.00,169.00,901.00,
2017,2,16,4,"B6",10721,14685,"1000","1249",25.00,0.00,0.00,169.00,901.00,
2017,2,17,5,"B6",10721,14685,"1000","1249",-24.00,0.00,0.00,169.00,901.00,
2017,2,18,6,"B6",10721,14685,"1000","1249",-19.00,0.00,0.00,169.00,901.00,
2017,2,19,7,"B6",10721,14685,"1000","1249",-29.00,0.00,0.00,169.00,901.00,
2017,2,20,1,"B6",10721,14685,"1000","1249",-38.00,0.00,0.00,169.00,901.00,
2017,2,21,2,"B6",10721,14685,"1000","1249",-25.00,0.00,0.00,169.00,901.00,
2017,2,22,3,"B6",10721,14685,"1000","1249",-23.00,0.00,0.00,169.00,901.00,
2017,2,23,4,"B6",10721,14685,"1000","1249",-15.00,0.00,0.00,169.00,901.00,
2017,2,24,5,"B6",10721,14685,"1000","1249",-30.00,0.00,0.00,169.00,901.00,
2017,2,25,6,"B6",10721,14685,"1000","1249",-28.00,0.00,0.00,169.00,901.00,
2017,2,26,7,"B6",10721,14685,"1000","1249",-7.00,0.00,0.00,169.00,901.00,
2017,2,27,1,"B6",10721,14685,"1000","1249",2.00,0.00,0.00,169.00,901.00,
2017,2,28,2,"B6",10721,14685,"1000","1249",-10.00,0.00,0.00,169.00,901.00,
2017,2,1,3,"B6",14685,10721,"1405","1623",5.00,0.00,0.00,138.00,901.00,
2017,2,2,4,"B6",14685,10721,"1405","1623",-16.00,0.00,0.00,138.00,901.00,
2017,2,3,5,"B6",14685,10721,"1405","1623",-21.00,0.00,0.00,138.00,901.00,
2017,2,4,6,"B6",14685,10721,"1405","1623",-24.00,0.00,0.00,138.00,901.00,
2017,2,5,7,"B6",14685,10721,"1405","1623",67.00,0.00,0.00,138.00,901.00,
2017,2,6,1,"B6",14685,10721,"1405","1623",-7.00,0.00,0.00,138.00,901.00,
2017,2,7,2,"B6",14685,10721,"1405","1623",34.00,0.00,0.00,138.00,901.00,
2017,2,8,3,"B6",14685,10721,"1405","1623",26.00,0.00,0.00,138.00,901.00,
2017,2,9,4,"B6",14685,10721,"1405","1623",,1.00,0.00,138.00,901.00,
2017,2,10,5,"B6",14685,10721,"1405","1623",194.00,0.00,0.00,138.00,901.00,
2017,2,11,6,"B6",14685,10721,"1405","1623",74.00,0.00,0.00,138.00,901.00,
2017,2,12,7,"B6",14685,10721,"1405","1623",27.00,0.00,0.00,138.00,901.00,
2017,2,13,1,"B6",14685,10721,"1405","1623",,1.00,0.00,138.00,901.00,
2017,2,16,4,"B6",14685,10721,"1330","1548",25.00,0.00,0.00,138.00,901.00,
2017,2,17,5,"B6",14685,10721,"1330","1548",-17.00,0.00,0.00,138.00,901.00,
2017,2,18,6,"B6",14685,10721,"1330","1548",-22.00,0.00,0.00,138.00,901.00,
2017,2,19,7,"B6",14685,10721,"1330","1548",16.00,0.00,0.00,138.00,901.00,
2017,2,20,1,"B6",14685,10721,"1330","1548",-9.00,0.00,0.00,138.00,901.00,
2017,2,21,2,"B6",14685,10721,"1330","1548",-17.00,0.00,0.00,138.00,901.00,
2017,2,22,3,"B6",14685,10721,"1330","1548",-22.00,0.00,0.00,138.00,901.00,
2017,2,23,4,"B6",14685,10721,"1330","1548",-5.00,0.00,0.00,138.00,901.00,
2017,2,24,5,"B6",14685,10721,"1330","1548",-11.00,0.00,0.00,138.00,901.00,
2017,2,25,6,"B6",14685,10721,"1330","1548",-32.00,0.00,0.00,138.00,901.00,
2017,2,26,7,"B6",14685,10721,"1330","1548",-24.00,0.00,0.00,138.00,901.00,
2017,2,27,1,"B6",14685,10721,"1330","1548",-2.00,0.00,0.00,138.00,901.00,
2017,2,28,2,"B6",14685,10721,"1330","1548",-5.00,0.00,0.00,138.00,901.00,
2017,2,1,3,"B6",10721,13204,"0610","0935",34.00,0.00,0.00,205.00,1121.00,
2017,2,2,4,"B6",10721,13204,"0610","0935",-16.00,0.00,0.00,205.00,1121.00,
2017,2,3,5,"B6",10721,13204,"0610","0935",-12.00,0.00,0.00,205.00,1121.00,
2017,2,4,6,"B6",10721,13204,"0610","0935",-26.00,0.00,0.00,205.00,1121.00,
2017,2,5,7,"B6",10721,13204,"0610","0935",-16.00,0.00,0.00,205.00,1121.00,
2017,2,6,1,"B6",10721,13204,"0610","0935",-15.00,0.00,0.00,205.00,1121.00,
2017,2,7,2,"B6",10721,13204,"0610","0935",-24.00,0.00,0.00,205.00,1121.00,
2017,2,8,3,"B6",10721,13204,"0610","0935",-17.00,0.00,0.00,205.00,1121.00,
2017,2,9,4,"B6",10721,13204,"0610","0935",34.00,0.00,0.00,205.00,1121.00,
2017,2,10,5,"B6",10721,13204,"0610","0935",,1.00,0.00,205.00,1121.00,
2017,2,11,6,"B6",10721,13204,"0610","0935",69.00,0.00,0.00,205.00,1121.00,
2017,2,12,7,"B6",10721,13204,"0610","0935",-6.00,0.00,0.00,205.00,1121.00,
2017,2,13,1,"B6",10721,13204,"0610","0935",79.00,0.00,0.00,205.00,1121.00,
2017,2,14,2,"B6",10721,13204,"0610","0935",113.00,0.00,0.00,205.00,1121.00,
2017,2,15,3,"B6",10721,13204,"0610","0935",4.00,0.00,0.00,205.00,1121.00,
2017,2,17,5,"B6",10721,13204,"0600","0924",-1.00,0.00,0.00,204.00,1121.00,
2017,2,18,6,"B6",10721,13204,"0600","0924",-36.00,0.00,0.00,204.00,1121.00,
2017,2,19,7,"B6",10721,13204,"0600","0924",-16.00,0.00,0.00,204.00,1121.00,
2017,2,20,1,"B6",10721,13204,"0554","0918",-16.00,0.00,0.00,204.00,1121.00,
2017,2,21,2,"B6",10721,13204,"0600","0924",-22.00,0.00,0.00,204.00,1121.00,
2017,2,22,3,"B6",10721,13204,"0600","0924",-4.00,0.00,0.00,204.00,1121.00,
2017,2,23,4,"B6",10721,13204,"0600","0924",-18.00,0.00,0.00,204.00,1121.00,
2017,2,24,5,"B6",10721,13204,"0600","0924",6.00,0.00,0.00,204.00,1121.00,
2017,2,25,6,"B6",10721,13204,"0600","0924",-8.00,0.00,0.00,204.00,1121.00,
2017,2,26,7,"B6",10721,13204,"0600","0924",0.00,0.00,0.00,204.00,1121.00,
2017,2,27,1,"B6",10721,13204,"0600","0924",4.00,0.00,0.00,204.00,1121.00,
2017,2,28,2,"B6",10721,13204,"0600","0924",-25.00,0.00,0.00,204.00,1121.00,
2017,2,1,3,"B6",13204,10721,"0721","1008",-1.00,0.00,0.00,167.00,1121.00,
2017,2,2,4,"B6",13204,10721,"0721","1008",3.00,0.00,0.00,167.00,1121.00,
2017,2,3,5,"B6",13204,10721,"0700","0947",-8.00,0.00,0.00,167.00,1121.00,
2017,2,4,6,"B6",13204,10721,"0721","1008",-5.00,0.00,0.00,167.00,1121.00,
2017,2,5,7,"B6",13204,10721,"0721","1008",1.00,0.00,0.00,167.00,1121.00,
2017,2,6,1,"B6",13204,10721,"0754","1041",-18.00,0.00,0.00,167.00,1121.00,
2017,2,7,2,"B6",13204,10721,"0721","1008",4.00,0.00,0.00,167.00,1121.00,
2017,2,8,3,"B6",13204,10721,"0721","1008",6.00,0.00,0.00,167.00,1121.00,
2017,2,9,4,"B6",13204,10721,"0721","1008",,1.00,0.00,167.00,1121.00,
2017,2,10,5,"B6",13204,10721,"0700","0947",43.00,0.00,0.00,167.00,1121.00,
2017,2,11,6,"B6",13204,10721,"0721","1008",15.00,0.00,0.00,167.00,1121.00,
2017,2,12,7,"B6",13204,10721,"0721","1008",8.00,0.00,0.00,167.00,1121.00,
2017,2,13,1,"B6",13204,10721,"0754","1041",35.00,0.00,0.00,167.00,1121.00,
2017,2,14,2,"B6",13204,10721,"0721","1008",22.00,0.00,0.00,167.00,1121.00,
2017,2,15,3,"B6",13204,10721,"0721","1008",91.00,0.00,0.00,167.00,1121.00,
2017,2,16,4,"B6",13204,10721,"0711","0958",154.00,0.00,0.00,167.00,1121.00,
2017,2,17,5,"B6",13204,10721,"0711","0958",,1.00,0.00,167.00,1121.00,
2017,2,18,6,"B6",13204,10721,"0711","0958",-4.00,0.00,0.00,167.00,1121.00,
2017,2,19,7,"B6",13204,10721,"0711","0958",9.00,0.00,0.00,167.00,1121.00,
2017,2,20,1,"B6",13204,10721,"0711","0958",-2.00,0.00,0.00,167.00,1121.00,
2017,2,21,2,"B6",13204,10721,"0711","0958",1.00,0.00,0.00,167.00,1121.00,
2017,2,22,3,"B6",13204,10721,"0711","0958",3.00,0.00,0.00,167.00,1121.00,
2017,2,23,4,"B6",13204,10721,"0711","0958",3.00,0.00,0.00,167.00,1121.00,
2017,2,24,5,"B6",13204,10721,"0711","0958",22.00,0.00,0.00,167.00,1121.00,
2017,2,25,6,"B6",13204,10721,"0711","0958",-5.00,0.00,0.00,167.00,1121.00,
2017,2,26,7,"B6",13204,10721,"0711","0958",-5.00,0.00,0.00,167.00,1121.00,
2017,2,27,1,"B6",13204,10721,"0711","0958",4.00,0.00,0.00,167.00,1121.00,
2017,2,28,2,"B6",13204,10721,"0711","0958",19.00,0.00,0.00,167.00,1121.00,
2017,2,16,4,"B6",12478,14027,"1726","2027",-13.00,0.00,0.00,181.00,1028.00,
2017,2,17,5,"B6",12478,14027,"1726","2027",-25.00,0.00,0.00,181.00,1028.00,
2017,2,18,6,"B6",12478,14027,"1726","2027",-2.00,0.00,0.00,181.00,1028.00,
2017,2,19,7,"B6",12478,14027,"1726","2027",-37.00,0.00,0.00,181.00,1028.00,
2017,2,20,1,"B6",12478,14027,"1726","2027",-30.00,0.00,0.00,181.00,1028.00,
2017,2,21,2,"B6",12478,14027,"1726","2027",-23.00,0.00,0.00,181.00,1028.00,
2017,2,22,3,"B6",12478,14027,"1726","2027",-2.00,0.00,0.00,181.00,1028.00,
2017,2,23,4,"B6",12478,14027,"1726","2027",-28.00,0.00,0.00,181.00,1028.00,
2017,2,24,5,"B6",12478,14027,"1726","2027",-34.00,0.00,0.00,181.00,1028.00,
2017,2,25,6,"B6",12478,14027,"1726","2027",33.00,0.00,0.00,181.00,1028.00,
2017,2,26,7,"B6",12478,14027,"1726","2027",-7.00,0.00,0.00,181.00,1028.00,
2017,2,27,1,"B6",12478,14027,"1726","2027",-16.00,0.00,0.00,181.00,1028.00,
2017,2,28,2,"B6",12478,14027,"1726","2027",20.00,0.00,0.00,181.00,1028.00,
2017,2,1,3,"B6",14027,12478,"1910","2154",-32.00,0.00,0.00,164.00,1028.00,
2017,2,2,4,"B6",14027,12478,"1910","2154",-27.00,0.00,0.00,164.00,1028.00,
2017,2,3,5,"B6",14027,12478,"1910","2154",45.00,0.00,0.00,164.00,1028.00,
2017,2,4,6,"B6",14027,12478,"1910","2154",-17.00,0.00,0.00,164.00,1028.00,
2017,2,5,7,"B6",14027,12478,"1910","2154",-16.00,0.00,0.00,164.00,1028.00,
2017,2,6,1,"B6",14027,12478,"1910","2154",-14.00,0.00,0.00,164.00,1028.00,
2017,2,7,2,"B6",14027,12478,"1910","2154",3.00,0.00,0.00,164.00,1028.00,
2017,2,8,3,"B6",14027,12478,"1910","2154",-1.00,0.00,0.00,164.00,1028.00,
2017,2,9,4,"B6",14027,12478,"1910","2154",,1.00,0.00,164.00,1028.00,
2017,2,10,5,"B6",14027,12478,"1910","2154",46.00,0.00,0.00,164.00,1028.00,
2017,2,11,6,"B6",14027,12478,"1910","2154",-7.00,0.00,0.00,164.00,1028.00,
2017,2,12,7,"B6",14027,12478,"1910","2154",27.00,0.00,0.00,164.00,1028.00,
2017,2,13,1,"B6",14027,12478,"1910","2154",71.00,0.00,0.00,164.00,1028.00,
2017,2,14,2,"B6",14027,12478,"1910","2154",21.00,0.00,0.00,164.00,1028.00,
2017,2,15,3,"B6",14027,12478,"1910","2154",9.00,0.00,0.00,164.00,1028.00,
2017,2,16,4,"B6",14027,12478,"1907","2151",41.00,0.00,0.00,164.00,1028.00,
2017,2,17,5,"B6",14027,12478,"1907","2151",0.00,0.00,0.00,164.00,1028.00,
2017,2,18,6,"B6",14027,12478,"1907","2151",19.00,0.00,0.00,164.00,1028.00,
2017,2,19,7,"B6",14027,12478,"1907","2151",-5.00,0.00,0.00,164.00,1028.00,
2017,2,20,1,"B6",14027,12478,"1907","2151",8.00,0.00,0.00,164.00,1028.00,
2017,2,21,2,"B6",14027,12478,"1907","2151",-8.00,0.00,0.00,164.00,1028.00,
2017,2,22,3,"B6",14027,12478,"1907","2151",-34.00,0.00,0.00,164.00,1028.00,
2017,2,23,4,"B6",14027,12478,"1907","2151",48.00,0.00,0.00,164.00,1028.00,
2017,2,24,5,"B6",14027,12478,"1907","2151",-1.00,0.00,0.00,164.00,1028.00,
2017,2,25,6,"B6",14027,12478,"1907","2151",100.00,0.00,0.00,164.00,1028.00,
2017,2,26,7,"B6",14027,12478,"1907","2151",-5.00,0.00,0.00,164.00,1028.00,
2017,2,27,1,"B6",14027,12478,"1907","2151",29.00,0.00,0.00,164.00,1028.00,
2017,2,28,2,"B6",14027,12478,"1907","2151",218.00,0.00,0.00,164.00,1028.00,
2017,2,1,3,"B6",12264,10721,"0842","1008",-20.00,0.00,0.00,86.00,413.00,
2017,2,2,4,"B6",12264,10721,"0842","1008",-5.00,0.00,0.00,86.00,413.00,
2017,2,3,5,"B6",12264,10721,"0842","1008",-10.00,0.00,0.00,86.00,413.00,
2017,2,6,1,"B6",12264,10721,"0842","1008",-22.00,0.00,0.00,86.00,413.00,
2017,2,7,2,"B6",12264,10721,"0842","1008",-13.00,0.00,0.00,86.00,413.00,
2017,2,8,3,"B6",12264,10721,"0842","1008",8.00,0.00,0.00,86.00,413.00,
2017,2,9,4,"B6",12264,10721,"0842","1008",,1.00,0.00,86.00,413.00,
2017,2,10,5,"B6",12264,10721,"0842","1008",60.00,0.00,0.00,86.00,413.00,
2017,2,13,1,"B6",12264,10721,"0842","1008",,1.00,0.00,86.00,413.00,
2017,2,14,2,"B6",12264,10721,"0842","1008",-11.00,0.00,0.00,86.00,413.00,
2017,2,15,3,"B6",12264,10721,"0842","1008",4.00,0.00,0.00,86.00,413.00,
2017,2,16,4,"B6",12264,10721,"0840","1006",21.00,0.00,0.00,86.00,413.00,
2017,2,17,5,"B6",12264,10721,"0840","1006",-1.00,0.00,0.00,86.00,413.00,
2017,2,18,6,"B6",12264,10721,"0840","1006",-9.00,0.00,0.00,86.00,413.00,
2017,2,19,7,"B6",12264,10721,"0840","1006",-5.00,0.00,0.00,86.00,413.00,
2017,2,20,1,"B6",12264,10721,"0840","1006",-9.00,0.00,0.00,86.00,413.00,
2017,2,21,2,"B6",12264,10721,"0840","1006",-7.00,0.00,0.00,86.00,413.00,
2017,2,22,3,"B6",12264,10721,"0840","1006",-11.00,0.00,0.00,86.00,413.00,
2017,2,23,4,"B6",12264,10721,"0840","1006",25.00,0.00,0.00,86.00,413.00,
2017,2,24,5,"B6",12264,10721,"0840","1006",-9.00,0.00,0.00,86.00,413.00,
2017,2,25,6,"B6",12264,10721,"0840","1006",0.00,0.00,0.00,86.00,413.00,
2017,2,26,7,"B6",12264,10721,"0840","1006",-14.00,0.00,0.00,86.00,413.00,
2017,2,27,1,"B6",12264,10721,"0840","1006",-8.00,0.00,0.00,86.00,413.00,
2017,2,28,2,"B6",12264,10721,"0840","1006",-1.00,0.00,0.00,86.00,413.00,
2017,2,1,3,"B6",10721,12264,"0610","0802",8.00,0.00,0.00,112.00,413.00,
2017,2,2,4,"B6",10721,12264,"0610","0802",-1.00,0.00,0.00,112.00,413.00,
2017,2,3,5,"B6",10721,12264,"0610","0802",-8.00,0.00,0.00,112.00,413.00,
2017,2,6,1,"B6",10721,12264,"0610","0802",-17.00,0.00,0.00,112.00,413.00,
